id|Citations|Productivity|Degree|Nationality|aff_country|Gender|Nationality_Region|Nationality_IncomeGroup|aff_country_Region|aff_country_IncomeGroup
ur.01346152624.93|4846|1|3|RU|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.0611035042.03|4846|1|3|CA|United States|male|North America|High income|North America|High income
ur.01130455277.16|4846|1|3|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.01065660431.43|4846|1|3|JM|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.015123461017.66|4817|1|1|KR|United States|female|East Asia & Pacific|High income|North America|High income
ur.01202554204.92|4817|1|1|PK|United States|male|South Asia|Lower middle income|North America|High income
ur.01002772260.24|4742|1|0|US|United States|male|North America|High income|North America|High income
ur.013760006677.10|4742|1|0|FR|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010761253451.90|4738|1|0|IN|United States||South Asia|Lower middle income|North America|High income
ur.07620324443.12|4664|1|1|US|United States|male|North America|High income|North America|High income
ur.016276335677.18|4664|1|1|NZ|United States||East Asia & Pacific|High income|North America|High income
ur.016037200254.68|4648|1|3|US|United Kingdom|male|North America|High income|Europe & Central Asia|High income
ur.0711063171.98|4648|1|3|GB|United Kingdom|female|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01137531577.42|4648|1|3|NZ|United Kingdom||East Asia & Pacific|High income|Europe & Central Asia|High income
ur.01061017360.21|4648|1|3|AT|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01063263031.48|7671|2|5||United States|male|||North America|High income
ur.01165263650.34|7671|2|5|GR|United States|male|Europe & Central Asia|High income|North America|High income
ur.01273670317.02|10043|3|7|GE|United States|female|Europe & Central Asia|Upper middle income|North America|High income
ur.0746111003.64|4641|1|1|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012336200057.54|4641|1|1|IL|Germany||Middle East & North Africa|High income|Europe & Central Asia|High income
ur.012607671411.68|4635|1|3|SE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07621210535.08|6917|2|4|BE|Belgium|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014202632411.41|6917|2|4|FR|Belgium|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01076572331.97|4635|1|3|US|Sweden||North America|High income|Europe & Central Asia|High income
ur.016462014660.52|4624|1|0|IR|United States|male|Middle East & North Africa|Lower middle income|North America|High income
ur.012473107117.31|4602|1|0|MQ|United States|male|||North America|High income
ur.0637616634.28|4573|1|1|CL|United Kingdom||Latin America & Caribbean|High income|Europe & Central Asia|High income
ur.012306045101.50|10725|3|4|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.01177674512.28|4565|1|2|MX|United States|female|Latin America & Caribbean|Upper middle income|North America|High income
ur.01367545054.28|4565|1|2|EC|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.012053615055.97|7983|2|0|US|United States|male|North America|High income|North America|High income
ur.011515673312.81|4541|1|0|KE|United States||Sub-Saharan Africa|Lower middle income|North America|High income
ur.012570035237.90|4528|1|0|US|United States|male|North America|High income|North America|High income
ur.013423211702.40|4515|1|1|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.07715475274.44|4515|1|1|NE|Japan|male|Sub-Saharan Africa|Low income|East Asia & Pacific|High income
ur.01072402513.35|4479|1|3|IT|Italy|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0617662512.50|4479|1|3|IT|Italy|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014405522221.52|4479|1|3|IT|Italy|female|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010030364755.03|4479|1|3|IT|United States|male|Europe & Central Asia|High income|North America|High income
ur.011324233443.74|4469|1|0|CH|France||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014310557753.78|4464|1|0|MQ|Germany||||Europe & Central Asia|High income
ur.01152151243.29|4453|1|4|HU|United States||Europe & Central Asia|High income|North America|High income
ur.01331056567.35|12478|3|9|HU|United States||Europe & Central Asia|High income|North America|High income
ur.01261524767.88|4429|1|1|CI|United States|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.01104531757.05|10356|3|12|IT|United States|male|Europe & Central Asia|High income|North America|High income
ur.01224031676.37|4427|1|3|GR|Hungary|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01167750503.30|4427|1|3|HU|Hungary|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01165245747.67|8033|2|5|HU|Hungary|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010305401531.70|4417|1|0|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011667165701.02|8890|3|11|HU|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0655741071.47|4391|1|0|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.012063254364.26|6694|2|13|SE|Taiwan|male|Europe & Central Asia|High income||
ur.012266611545.50|4370|1|9|BE|Switzerland||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015334354637.99|9069|3|12|NI|Switzerland|male|Latin America & Caribbean|Lower middle income|Europe & Central Asia|High income
ur.01040022367.47|4370|1|9|CH|United States||Europe & Central Asia|High income|North America|High income
ur.015434565531.51|6694|2|13|IT|Belgium|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012524306271.22|6694|2|13|BE|Belgium|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01007707002.36|4370|1|9|CN|China|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.014753161664.98|6694|2|13|AT|United States|male|Europe & Central Asia|High income|North America|High income
ur.012514776731.45|4370|1|9|AR|Switzerland||Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.014407721161.60|4370|1|9|PS|France||Middle East & North Africa|Upper middle income|Europe & Central Asia|High income
ur.0601113154.29|4364|1|1|IL|United Kingdom|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.011461053504.07|8266|2|1|SE|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01360551577.18|4337|1|7|HU|United States|female|Europe & Central Asia|High income|North America|High income
ur.01200270221.26|4337|1|7|HU|Hungary|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0607103327.82|4337|1|7|CZ|United States|male|Europe & Central Asia|High income|North America|High income
ur.01027707610.15|8024|2|10|AR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.013074006673.32|4337|1|7|RO|Spain|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01154006727.00|4337|1|7|CN|United States|female|East Asia & Pacific|Upper middle income|North America|High income
ur.01004776104.69|7084|2|4||France|male|||Europe & Central Asia|High income
ur.01270211166.22|7084|2|4|IT|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0655002734.60|6699|2|4|CA|United States||North America|High income|North America|High income
ur.01145453274.65|6349|2|4|CA|United States|male|North America|High income|North America|High income
ur.01017337156.39|4270|1|1|NL|United States|male|Europe & Central Asia|High income|North America|High income
ur.07433125435.15|4270|1|1|IS|United States|male|Europe & Central Asia|High income|North America|High income
ur.016656246103.83|4252|1|0|BR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.015206707361.37|4245|1|0|HK|United States||East Asia & Pacific|High income|North America|High income
ur.015354454731.03|9231|3|5|KR|United States|male|East Asia & Pacific|High income|North America|High income
ur.07505535224.86|6548|2|4|AT|United States|male|Europe & Central Asia|High income|North America|High income
ur.013714430041.92|7461|2|4|IT|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010527624235.06|7461|2|4|IQ|France|male|Middle East & North Africa|Upper middle income|Europe & Central Asia|High income
ur.0643077432.68|7461|2|4|BE|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015637074627.37|4236|1|0|US|United Kingdom|male|North America|High income|Europe & Central Asia|High income
ur.015564443355.88|4236|1|0|CZ|United States|male|Europe & Central Asia|High income|North America|High income
ur.01127352226.45|12715|4|5|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01076516013.05|4232|1|1|HU|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011477006052.98|4222|1|1|US|United States|male|North America|High income|North America|High income
ur.014741411203.08|4222|1|1|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011466027771.53|4220|1|1|NZ|||East Asia & Pacific|High income||
ur.010154341221.49|4220|1|1|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.016315425675.73|4218|1|0|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.016407141111.81|7044|2|1|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016472032001.68|4197|1|5|ZA|United States|male|Sub-Saharan Africa|Upper middle income|North America|High income
ur.010662261007.25|4197|1|5|US|United States|male|North America|High income|North America|High income
ur.01175104721.28|6680|2|11|US|United States|male|North America|High income|North America|High income
ur.013140436546.52|6680|2|11|HK|United States||East Asia & Pacific|High income|North America|High income
ur.01124140026.05|6680|2|11|RO|United States|male|Europe & Central Asia|High income|North America|High income
ur.07451436637.45|4197|1|5|VN|United States||East Asia & Pacific|Lower middle income|North America|High income
ur.010521224147.23|4193|1|1|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.07663634347.53|4193|1|1|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.010776654001.90|4192|1|8|CN|China|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.01155565654.71|4192|1|8|CN|China||East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.0751734455.94|4192|1|8|CN|China|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.0733713310.20|4192|1|8|CN|China||East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.01053235174.45|4192|1|8|TW|China|male|||East Asia & Pacific|Upper middle income
ur.01167023566.98|4192|1|8|TW|China||||East Asia & Pacific|Upper middle income
ur.01200600261.85|4192|1|8|CN|China|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.0730751754.05|4192|1|8|TW|China||||East Asia & Pacific|Upper middle income
ur.014770417261.51|4183|1|0|TW|United States||||North America|High income
ur.01022700764.47|7058|2|6|IL|Germany|male|Middle East & North Africa|High income|Europe & Central Asia|High income
